Year	Sample	Keyword	Score	Sample	Keyword	Score
0.1_percent	2020	british airways	1.895	1_percent	virus outbreak	1.7996
0.1_percent	2020	bat soup	1.895	1_percent	mental health	1.7971
0.1_percent	2020	kobe bryant	1.895	1_percent	south korea	1.7829
0.1_percent	2020	first case	1.891	1_percent	cruise ship	1.7804
0.1_percent	2020	chinese city	1.874	1_percent	trump administration	1.7804
0.1_percent	2020	coronavirus vaccine	1.8737	1_percent	chinese people	1.7666
0.1_percent	2020	virus outbreak	1.8537	1_percent	global emergency	1.762
0.1_percent	2020	joe biden	1.8464	1_percent	wearing mask	1.7584
0.1_percent	2020	small business	1.846	1_percent	covid patient	1.7539
0.1_percent	2020	covid patient	1.8427	1_percent	first time	1.7398
0.1_percent	2020	ไวร ั สโคโรนา	1.842	1_percent	stay home	1.7364
0.1_percent	2020	american people	1.8382	1_percent	social medium	1.7343
0.1_percent	2020	new year	1.8324	1_percent	covid-19 death	1.732
0.1_percent	2020	social medium	1.8295	1_percent	coronavirus fear	1.7194
0.1_percent	2020	health official	1.8148	1_percent	death rate	1.7172
0.1_percent	2020	death rate	1.8092	1_percent	deadly coronavirus	1.6963
0.1_percent	2020	mental health	1.8067	1_percent	chinese government	1.6852
0.1_percent	2020	diamond princess	1.8	1_percent	eating meat	1.664
0.1_percent	2020	second wave	1.7941	1_percent	covid-19 palliative	1.659
0.1_percent	2020	chinese people	1.7894	1_percent	american people	1.6552
0.1_percent	2020	san lazaro hospital	1.789	1_percent	herd immunity	1.6498
0.1_percent	2020	wearing mask	1.7801	1_percent	first case	1.6367
0.1_percent	2020	china coronavirus	1.761	1_percent	kobe bryant	1.635
0.1_percent	2020	first time	1.7543	1_percent	active case	1.6329
0.1_percent	2020	deadly coronavirus	1.7517	1_percent	loved one	1.6242
0.1_percent	2020	new york	1.7512	1_percent	joe biden	1.6205
0.1_percent	2020	chinese government	1.746	1_percent	wuhan virus	1.6131
0.1_percent	2020	new variant	1.741	1_percent	new york	1.6122
0.1_percent	2020	first case of coronavirus	1.74	1_percent	new variant	1.612
0.1_percent	2020	new strand	1.737	1_percent	diamond princess	1.601
0.1_percent	2020	covid-19 death	1.7336	1_percent	care home	1.5864
0.1_percent	2020	stay home	1.7246	1_percent	new year	1.5755
0.1_percent	2020	health emergency	1.7244	1_percent	coronavirus crisis	1.5732
0.1_percent	2020	public health emergency	1.721	1_percent	possible case	1.573
0.1_percent	2020	deadly #coronavirus	1.7155	1_percent	covid-19 test	1.5717
0.1_percent	2020	wuhan city	1.698	1_percent	covid-19 patient	1.5694
0.1_percent	2020	herd immunity	1.695	1_percent	health emergency	1.5685
0.1_percent	2020	global emergency	1.687	1_percent	public health emergency	1.562
0.1_percent	2020	ไวร ั	1.684	1_percent	last night	1.5598
0.1_percent	2020	strand of coronavirus	1.684	1_percent	boris johnson	1.5595
0.1_percent	2020	last night	1.6678	1_percent	positive case	1.5537
0.1_percent	2020	wuhan virus	1.6625	1_percent	task force	1.5349
0.1_percent	2020	task force	1.6523	1_percent	infectious disease	1.5347
0.1_percent	2020	li wenliang	1.644	1_percent	china virus	1.5297
0.1_percent	2020	loved one	1.6366	1_percent	coronavirus patient	1.5287
0.1_percent	2020	boris johnson	1.6364	1_percent	first dose	1.523
0.1_percent	2020	dr. fauci	1.6354	1_percent	fake news	1.5223
0.1_percent	2020	new strand of coronavirus	1.632	1_percent	sars outbreak	1.5195
0.1_percent	2020	same family	1.632	1_percent	wuhan citizen	1.519
0.1_percent	2020	care home	1.6318	1_percent	healthcare worker	1.5178
0.1_percent	2020	walter reed	1.631	1_percent	good news	1.512
0.1_percent	2020	active case	1.6238	1_percent	wuhan city	1.511
0.1_percent	2020	coronavirus response	1.6224	1_percent	press conference	1.5077
0.1_percent	2020	wild animal	1.622	1_percent	first case of coronavirus	1.5073
0.1_percent	2020	relief bill	1.6057	1_percent	chinese tourist	1.5045
0.1_percent	2020	million of students	1.602	1_percent	christmas island	1.503
0.1_percent	2020	hope hicks	1.597	1_percent	next week	1.5029
0.1_percent	2020	นธ ุ	1.579	1_percent	young people	1.4989
0.1_percent	2020	direct flight	1.579	1_percent	holiday season	1.495
0.1_percent	2020	person-to-person transmission	1.579	1_percent	last year	1.4863
0.1_percent	2020	china flight	1.579	1_percent	coronavirus epidemic	1.4822
0.1_percent	2020	pakistani student	1.578	1_percent	total number	1.4802
0.1_percent	2020	chinese tourist	1.5765	1_percent	covid-19 crisis	1.474
0.1_percent	2020	ï ̧	1.5747	1_percent	walter reed	1.473
0.1_percent	2020	first death	1.573	1_percent	merry christmas	1.473
0.1_percent	2020	positive case	1.5699	1_percent	person-to-person transmission	1.472
0.1_percent	2020	sars outbreak	1.5695	1_percent	corona virus outbreak	1.4717
0.1_percent	2020	coronavirus patient	1.5679	1_percent	mask mandate	1.4716
0.1_percent	2020	covid-19 patient	1.5638	1_percent	new death	1.4703
0.1_percent	2020	lindsey graham	1.562	1_percent	incubation period	1.4655
0.1_percent	2020	covid-19 palliative	1.56	1_percent	relief bill	1.465
0.1_percent	2020	fake news	1.5596	1_percent	world health organization	1.463
0.1_percent	2020	healthcare worker	1.5581	1_percent	pandemic response	1.4625
0.1_percent	2020	young people	1.558	1_percent	coronavirus infection	1.4621
0.1_percent	2020	covid-19 test	1.5578	1_percent	li wenliang	1.459
0.1_percent	2020	global health	1.5558	1_percent	international emergency	1.457
0.1_percent	2020	new #coronavirus	1.5556	1_percent	seafood market	1.456
0.1_percent	2020	christmas island	1.5555	1_percent	family member	1.4506
0.1_percent	2020	coronavirus fear	1.5536	1_percent	first lady	1.449
0.1_percent	2020	pandemic response	1.5527	1_percent	new hospital	1.448
0.1_percent	2020	new strain	1.5493	1_percent	coronavirus response	1.4466
0.1_percent	2020	washington state	1.5476	1_percent	few day	1.4445
0.1_percent	2020	china virus	1.5471	1_percent	coronavirus spread	1.4427
0.1_percent	2020	coronavirus crisis	1.5459	1_percent	diamond princess cruise	1.439
0.1_percent	2020	infectious disease	1.5458	1_percent	covid-19 outbreak	1.4386
0.1_percent	2020	first dose	1.539	1_percent	china flight	1.4355
0.1_percent	2020	new zealand	1.5363	1_percent	eating bat	1.434
0.1_percent	2020	hiv outbreak	1.533	1_percent	wuhan china	1.4335
0.1_percent	2020	new hoax	1.531	1_percent	stock market	1.4307
0.1_percent	2020	ไวร ั สโคโรน ่	1.526	1_percent	state medium	1.43
0.1_percent	2020	ไวร ั สโคโรน	1.526	1_percent	bat soup	1.4255
0.1_percent	2020	wuhan outbreak	1.526	1_percent	stay-at-home order	1.4226
0.1_percent	2020	australian fire	1.526	1_percent	climate change	1.4194
0.1_percent	2020	สโคโรน ่	1.526	1_percent	hope hicks	1.419
0.1_percent	2020	liang wudong	1.526	1_percent	front line	1.4186
0.1_percent	2020	good news	1.525	1_percent	new strain	1.4165
0.1_percent	2020	press conference	1.5235	1_percent	chinese authority	1.412
0.1_percent	2020	chinese national	1.5137	1_percent	wuhan coronavirus outbreak	1.4045
0.1_percent	2020	mask mandate	1.513	1_percent	new zealand	1.4045
0.1_percent	2020	corona virus outbreak	1.5127	1_percent	conspiracy theory	1.4037
0.1_percent	2020	world health organization	1.5112	1_percent	corona beer	1.402
0.1_percent	2020	stay-at-home order	1.5071	1_percent	federal government	1.399
0.1_percent	2020	next week	1.5069	1_percent	new coronavirus case	1.398
0.1_percent	2020	front line	1.5058	1_percent	jee exam	1.398
0.1_percent	2020	neet exam	1.5055	1_percent	chinese national	1.3977
0.1_percent	2020	holiday season	1.5045	1_percent	wuhan hospital	1.397
0.1_percent	2020	climate change	1.5028	1_percent	first death	1.3967
0.1_percent	2020	chinese doctor	1.5003	1_percent	chinese virus	1.3963
0.1_percent	2020	incubation period	1.4952	1_percent	coronavirus test	1.3962
0.1_percent	2020	china''s coronavirus	1.4905	1_percent	coronavirus hospital	1.395
0.1_percent	2020	new coronavirus case	1.4868	1_percent	first coronavirus	1.3948
0.1_percent	2020	federal government	1.4828	1_percent	mortality rate	1.3946
0.1_percent	2020	new death	1.4778	1_percent	immune system	1.3913
0.1_percent	2020	fifth case	1.474	1_percent	covid restriction	1.3903
0.1_percent	2020	volcanic eruption	1.474	1_percent	coronavirus quarantine	1.3887
0.1_percent	2020	first person-to-person	1.474	1_percent	other people	1.387
0.1_percent	2020	temporary ban	1.474	1_percent	test result	1.3863
0.1_percent	2020	temporary travel	1.474	1_percent	hiv outbreak	1.386
0.1_percent	2020	wuhan university	1.474	1_percent	confirmed case of coronavirus	1.3857
0.1_percent	2020	chicago woman	1.474	1_percent	chinese woman	1.3855
0.1_percent	2020	possible case	1.474	1_percent	sick pay	1.384
0.1_percent	2020	kelly loeffler	1.471	1_percent	wuhan pneumonia	1.38
0.1_percent	2020	family member	1.4698	1_percent	washington state	1.3797
0.1_percent	2020	carrie lam	1.462	1_percent	n95 mask	1.3766
0.1_percent	2020	merry christmas	1.461	1_percent	lockdown rule	1.376
0.1_percent	2020	biological weapon	1.4605	1_percent	human right	1.3745
0.1_percent	2020	coronavirus quarantine	1.4593	1_percent	few week	1.3725
0.1_percent	2020	stock market	1.456	1_percent	first person-to-person	1.372
0.1_percent	2020	chinese authority	1.4505	1_percent	number of cases	1.371
0.1_percent	2020	coronavirus infection	1.4486	1_percent	covid-19 testing	1.3694
0.1_percent	2020	covid-19 crisis	1.4473	1_percent	global health	1.3642
0.1_percent	2020	kung flu	1.446	1_percent	dangerous pathogen	1.364
0.1_percent	2020	protective gear	1.4445	1_percent	health expert	1.3625
0.1_percent	2020	medical staff	1.4444	1_percent	care worker	1.3615
0.1_percent	2020	president xi	1.443	1_percent	medical supply	1.3611
0.1_percent	2020	last year	1.438	1_percent	same time	1.3573
0.1_percent	2020	seafood market	1.436	1_percent	global public health	1.356
0.1_percent	2020	lockdown rule	1.4359	1_percent	covid crisis	1.3556
0.1_percent	2020	total number	1.4326	1_percent	next year	1.3523
0.1_percent	2020	few day	1.4314	1_percent	allergic reaction	1.35
0.1_percent	2020	chinese virus	1.4268	1_percent	prime minister	1.3496
0.1_percent	2020	medical supply	1.426	1_percent	포켓돌즈 팬미팅 미뤄	1.349
0.1_percent	2020	state medium	1.426	1_percent	san lazaro hospital	1.349
0.1_percent	2020	corona beer	1.426	1_percent	covid relief bill	1.3476
0.1_percent	2020	coronavirus test	1.4245	1_percent	quarantined cruise	1.347
0.1_percent	2020	n95 mask	1.4239	1_percent	health worker	1.3463
0.1_percent	2020	dr. li wenliang	1.422	1_percent	coronavirus relief	1.3458
0.1_percent	2020	direct payment	1.422	1_percent	bill gates	1.3452
0.1_percent	2020	grave situation	1.421	1_percent	unknown origin	1.344
0.1_percent	2020	sars epidemic	1.421	1_percent	travel ban	1.3437
0.1_percent	2020	emergency committee	1.421	1_percent	coronavirus death toll	1.342
0.1_percent	2020	coronavirus in the country	1.421	1_percent	health crisis	1.3417
0.1_percent	2020	special hospital	1.421	1_percent	grave situation	1.341
0.1_percent	2020	personal favors	1.421	1_percent	new strand	1.341
0.1_percent	2020	case of infection	1.421	1_percent	human-to-human transmission	1.3377
0.1_percent	2020	temporary travel ban	1.421	1_percent	lot of people	1.3377
0.1_percent	2020	bed hospital	1.421	1_percent	essential worker	1.3332
0.1_percent	2020	international emergency	1.421	1_percent	deadly virus	1.3331
0.1_percent	2020	other city	1.42	1_percent	human transmission	1.333
0.1_percent	2020	lakh of students	1.419	1_percent	face covering	1.3319
0.1_percent	2020	health expert	1.4167	1_percent	pandemic situation	1.3317
0.1_percent	2020	covid relief bill	1.4165	1_percent	covid-19 infection	1.3315
0.1_percent	2020	communist party	1.412	1_percent	positivity rate	1.3286
0.1_percent	2020	wuhan china	1.4115	1_percent	case of novel coronavirus	1.328
0.1_percent	2020	reporting case	1.4115	1_percent	home order	1.3266
0.1_percent	2020	coronavirus testing	1.4111	1_percent	total case	1.3263
0.1_percent	2020	chris christie	1.411	1_percent	emergency committee	1.325
0.1_percent	2020	care worker	1.4088	1_percent	chris christie	1.324
0.1_percent	2020	essential worker	1.4038	1_percent	bbc news	1.3234
0.1_percent	2020	diamond princess cruise	1.4035	1_percent	new virus	1.3231
0.1_percent	2020	covid-19 outbreak	1.4034	1_percent	spread of coronavirus	1.3224
0.1_percent	2020	same time	1.4026	1_percent	coronavirus testing	1.3224
0.1_percent	2020	travel ban	1.4025	1_percent	christmas eve	1.322
0.1_percent	2020	other people	1.4023	1_percent	coronavirus update	1.3219
0.1_percent	2020	chinese woman	1.4005	1_percent	single day	1.3195
0.1_percent	2020	test kit	1.4003	1_percent	wild animal	1.319
0.1_percent	2020	map of the soul	1.4	1_percent	black people	1.3181
0.1_percent	2020	eating meat	1.4	1_percent	suspected coronavirus	1.318
0.1_percent	2020	coronavirus spread	1.3959	1_percent	potential case	1.318
0.1_percent	2020	human right	1.3958	1_percent	american airlines	1.318
0.1_percent	2020	chinese citizen	1.394	1_percent	global public health emergency	1.318
0.1_percent	2020	first coronavirus	1.3936	1_percent	covid-19 vaccination	1.318
0.1_percent	2020	mortality rate	1.3917	1_percent	chinese citizen	1.317
0.1_percent	2020	allergic reaction	1.39	1_percent	direct payment	1.317
0.1_percent	2020	vaccine dose	1.39	1_percent	supply chain	1.3157
0.1_percent	2020	first confirmed case	1.388	1_percent	test kit	1.3155
0.1_percent	2020	conspiracy theory	1.388	1_percent	contact tracing	1.3155
0.1_percent	2020	few week	1.3878	1_percent	blood component	1.3143
0.1_percent	2020	mike pence	1.3872	1_percent	amy coney barrett	1.314
0.1_percent	2020	spread of coronavirus	1.3867	1_percent	infection rate	1.3128
0.1_percent	2020	new case of coronavirus	1.3858	1_percent	high risk	1.3124
0.1_percent	2020	coronavirus relief	1.3833	1_percent	breaking news	1.3118
0.1_percent	2020	jee exam	1.383	1_percent	case of the coronavirus	1.3113
0.1_percent	2020	vaccine rollout	1.383	1_percent	second lockdown	1.3112
0.1_percent	2020	covid strain	1.383	1_percent	covid pandemic	1.3111
0.1_percent	2020	human-to-human transmission	1.3825	1_percent	high alert	1.31
0.1_percent	2020	wuhan coronavirus outbreak	1.3825	1_percent	case of new coronavirus	1.31
0.1_percent	2020	covid party	1.38	1_percent	quarantined cruise ship	1.308
0.1_percent	2020	positivity rate	1.3784	1_percent	covid testing	1.3078
0.1_percent	2020	chinese fan	1.378	1_percent	chinese doctor	1.3073
0.1_percent	2020	exam centre	1.377	1_percent	common sense	1.3071
0.1_percent	2020	chinese virologist	1.377	1_percent	covid-19 relief	1.3065
0.1_percent	2020	dominic cummings	1.3769	1_percent	few month	1.3058
0.1_percent	2020	home order	1.3753	1_percent	military base	1.3055
0.1_percent	2020	contact tracing	1.3753	1_percent	south africa	1.3054
0.1_percent	2020	health crisis	1.3739	1_percent	first coronavirus death	1.305
0.1_percent	2020	prime minister	1.3737	1_percent	fox news	1.3047
0.1_percent	2020	test result	1.3728	1_percent	number of people	1.304
0.1_percent	2020	covid restriction	1.3707	1_percent	ground zero	1.3025
0.1_percent	2020	trump rally	1.3693	1_percent	아티스트 보호해 스케줄 취소해	1.302
0.1_percent	2020	correct way	1.368	1_percent	strand of coronavirus	1.302
0.1_percent	2020	global public health	1.368	1_percent	chicago woman	1.302
0.1_percent	2020	ฮ ั ่	1.368	1_percent	fifth case	1.302
0.1_percent	2020	fourth case	1.368	1_percent	coronavirus situation	1.3017
0.1_percent	2020	first doctor	1.368	1_percent	case of novel	1.299
0.1_percent	2020	specialized hospital	1.368	1_percent	coronavirus lockdown	1.2986
0.1_percent	2020	new strain of coronavirus	1.368	1_percent	positive test	1.2982
0.1_percent	2020	new disease	1.368	1_percent	covid strain	1.298
0.1_percent	2020	wuhan coronaviru	1.368	1_percent	national lockdown	1.2976
0.1_percent	2020	video show	1.368	1_percent	us citizen	1.297
0.1_percent	2020	people eat	1.368	1_percent	biological weapon	1.2967
0.1_percent	2020	ใหม ่	1.368	1_percent	deadly pandemic	1.2961
0.1_percent	2020	quarantine area	1.368	1_percent	carrie lam	1.296
0.1_percent	2020	nct dream	1.368	1_percent	covid response	1.296
0.1_percent	2020	case of the virus	1.368	1_percent	neet exam	1.296
0.1_percent	2020	ฮ ั	1.368	1_percent	coronavirus variant	1.295
0.1_percent	2020	chinese ppl	1.368	1_percent	medical staff	1.2945
0.1_percent	2020	respiratory syndrome	1.368	1_percent	엠비케이 팬미팅 취소해	1.294
0.1_percent	2020	frontline medical staff	1.368	1_percent	티오피 팬미팅 취소해	1.294
0.1_percent	2020	coronavirus situation	1.3677	1_percent	모든아티스트 스케줄 취소해	1.294
0.1_percent	2020	wuhan resident	1.3675	1_percent	플레이엠 팬미팅 취소해	1.294
0.1_percent	2020	viral outbreak	1.3675	1_percent	person-to-person spread	1.294
0.1_percent	2020	national lockdown	1.3669	1_percent	new strand of coronavirus	1.294
0.1_percent	2020	post office	1.3665	1_percent	health care worker	1.2934
0.1_percent	2020	el paso	1.3665	1_percent	biological warfare	1.292
0.1_percent	2020	close contact	1.366	1_percent	citizen journalist	1.292
0.1_percent	2020	coronavirus epidemic	1.366	1_percent	direct flight	1.291
0.1_percent	2020	covid-19 relief	1.3656	1_percent	christmas day	1.29
0.1_percent	2020	first coronavirus death	1.3645	1_percent	viral outbreak	1.2893
0.1_percent	2020	supreme court	1.3644	1_percent	supreme court	1.2873
0.1_percent	2020	lot of people	1.3636	1_percent	nonessential travel	1.287
0.1_percent	2020	coronavirus update	1.363	1_percent	deadly virus outbreak	1.287
0.1_percent	2020	opioid epidemic	1.362	1_percent	pakistani student	1.2865
0.1_percent	2020	single day	1.36	1_percent	hand sanitizer	1.2855
0.1_percent	2020	suicide figure	1.36	1_percent	live update	1.2853
0.1_percent	2020	president @realdonaldtrump	1.3598	1_percent	state department	1.2845
0.1_percent	2020	covid-19 testing	1.3594	1_percent	medical worker	1.2843
0.1_percent	2020	covid crisis	1.3592	1_percent	coronavirus scare	1.2837
0.1_percent	2020	second lockdown	1.3582	1_percent	clinical trial	1.2826
0.1_percent	2020	first lady	1.3575	1_percent	super spreader	1.2815
0.1_percent	2020	coronavirus evacuee	1.356	1_percent	vaccine distribution	1.2815
0.1_percent	2020	hunger strike	1.354	1_percent	first coronavirus case	1.281
0.1_percent	2020	black people	1.3538	1_percent	ten of thousands	1.2801
0.1_percent	2020	covid19 palliative	1.353	1_percent	long term	1.2799
0.1_percent	2020	bob woodward	1.3515	1_percent	pfizer vaccine	1.2795
0.1_percent	2020	breaking news	1.35	1_percent	same family	1.279
0.1_percent	2020	health worker	1.3491	1_percent	respiratory syndrome	1.279
0.1_percent	2020	countries report	1.348	1_percent	australian fire	1.279
0.1_percent	2020	coronavirus panic	1.3425	1_percent	right thing	1.2787
0.1_percent	2020	medical worker	1.3424	1_percent	second case	1.2777
0.1_percent	2020	citizen journalist	1.342	1_percent	president xi	1.2772
0.1_percent	2020	immune system	1.341	1_percent	el paso	1.2765
0.1_percent	2020	quarantine zone	1.341	1_percent	close contact	1.276
0.1_percent	2020	virus fear	1.341	1_percent	northern beach	1.276
0.1_percent	2020	deadly coronavirus outbreak	1.341	1_percent	health system	1.2756
0.1_percent	2020	coronavirus death toll	1.3406	1_percent	covid number	1.2756
0.1_percent	2020	bill gates	1.3391	1_percent	health minister	1.2753
0.1_percent	2020	spread of #covid19	1.3391	1_percent	mail in ballots	1.273
0.1_percent	2020	black life	1.3385	1_percent	bob woodward	1.2725
0.1_percent	2020	infection rate	1.3382	1_percent	travel history	1.2722
0.1_percent	2020	relief check	1.338	1_percent	coronavirus evacuee	1.272
0.1_percent	2020	coronavirus strain	1.338	1_percent	chinese official	1.2717
0.1_percent	2020	covid-19 vaccination	1.3375	1_percent	people eat	1.271
0.1_percent	2020	few month	1.3373	1_percent	first human-to-human	1.271
0.1_percent	2020	deadly virus	1.3368	1_percent	wilbur ross	1.271
0.1_percent	2020	pandemic situation	1.3361	1_percent	cdc report	1.27
0.1_percent	2020	interest rate	1.336	1_percent	communist party	1.2698
0.1_percent	2020	tom hanks	1.336	1_percent	freedom of speech	1.269
0.1_percent	2020	students life	1.3353	1_percent	zero hedge	1.2685
0.1_percent	2020	deadly pandemic	1.3338	1_percent	coronavirus impact	1.2675
0.1_percent	2020	face covering	1.3336	1_percent	protective gear	1.2672
0.1_percent	2020	china''s national health commission	1.3325	1_percent	wildlife trade	1.2665
0.1_percent	2020	animal market	1.3325	1_percent	wuhan university	1.2655
0.1_percent	2020	covid pandemic	1.3314	1_percent	disease outbreak	1.2644
0.1_percent	2020	next year	1.3313	1_percent	coronavirus concern	1.2641
0.1_percent	2020	health care worker	1.3305	1_percent	contact trace	1.264
0.1_percent	2020	life of students	1.33	1_percent	relief package	1.2637
0.1_percent	2020	kellyanne conway	1.33	1_percent	last month	1.2632
0.1_percent	2020	hazmat suit	1.3295	1_percent	case of person-to-person	1.263
0.1_percent	2020	total case	1.3293	1_percent	lindsey graham	1.263
0.1_percent	2020	disease outbreak	1.329	1_percent	covid-19 relief bill	1.263
0.1_percent	2020	last month	1.3289	1_percent	strain of coronavirus	1.2625
0.1_percent	2020	strain of coronavirus	1.3245	1_percent	long time	1.2621
0.1_percent	2020	mitch mcconnell	1.3241	1_percent	first confirmed case	1.262
0.1_percent	2020	lakh student	1.324	1_percent	mask wear	1.2616
0.1_percent	2020	ten of thousands	1.3233	1_percent	pcr test	1.2615
0.1_percent	2020	covid response	1.3229	1_percent	excess death	1.2607
0.1_percent	2020	coronavirus lockdown	1.3227	1_percent	makeshift hospital	1.2605
0.1_percent	2020	countries reporting case	1.3215	1_percent	us case	1.2603
0.1_percent	2020	novel coronavirus outbreak	1.3215	1_percent	trump rally	1.26
0.1_percent	2020	travel history	1.321	1_percent	new year holiday	1.259
0.1_percent	2020	concentration camp	1.3207	1_percent	deadly coronavirus outbreak	1.2575
0.1_percent	2020	virus spread	1.3201	1_percent	good morning	1.2573
0.1_percent	2020	coronavirus task force	1.3194	1_percent	final year	1.2565
0.1_percent	2020	confirmed case of coronavirus	1.3183	1_percent	ivory coast	1.256
0.1_percent	2020	wuhan lab	1.317	1_percent	suspected coronavirus case	1.256
0.1_percent	2020	texas aandm student	1.316	1_percent	travel warning	1.256
0.1_percent	2020	new #coronaviru	1.316	1_percent	number of confirmed cases	1.2552
0.1_percent	2020	upcoming fansign	1.316	1_percent	dominic cummings	1.2546
0.1_percent	2020	new #coronavirus outbreak	1.316	1_percent	only thing	1.2534
0.1_percent	2020	엔시티드림 당장 입국시켜	1.316	1_percent	animal market	1.253
0.1_percent	2020	suspected case of #coronavirus	1.316	1_percent	open border	1.2525
0.1_percent	2020	outbreak''s center	1.316	1_percent	year holiday	1.2515
0.1_percent	2020	travel advice	1.316	1_percent	good thing	1.2512
0.1_percent	2020	transmission of coronavirus	1.316	1_percent	covid rule	1.2506
0.1_percent	2020	south china morning post	1.316	1_percent	novel coronavirus outbreak	1.25
0.1_percent	2020	risk of infection	1.316	1_percent	only way	1.2497
0.1_percent	2020	ฮ ั ่ น	1.316	1_percent	stimulus check	1.2496
0.1_percent	2020	สโคโรนาสายพ ั นธ ุ	1.316	1_percent	case of the virus	1.249
0.1_percent	2020	year holiday	1.316	1_percent	charter flight	1.2485
0.1_percent	2020	ไวร ั สโคโรนาสายพ ั นธ	1.316	1_percent	covid infection	1.2483
0.1_percent	2020	สโคโรนาสายพ ั นธ	1.316	1_percent	train station	1.248
0.1_percent	2020	risk assessment	1.316	1_percent	wuhan coronaviru	1.248
0.1_percent	2020	save other	1.316	1_percent	volcanic eruption	1.248
0.1_percent	2020	cabin crew	1.316	1_percent	helicopter crash	1.248
0.1_percent	2020	australian scientist	1.316	1_percent	aged care	1.2477
0.1_percent	2020	fucking hand	1.316	1_percent	first lockdown	1.2477
0.1_percent	2020	potential case	1.316	1_percent	covid-19 restriction	1.2476
0.1_percent	2020	seeking help	1.316	1_percent	new coronavirus outbreak	1.247
0.1_percent	2020	wuhan pneumonia	1.316	1_percent	thousand of people	1.2466
0.1_percent	2020	dangerous pathogen	1.316	1_percent	kelly loeffler	1.2465
0.1_percent	2020	ไวร ั สโคโรนาสายพ	1.316	1_percent	evacuation flight	1.246
0.1_percent	2020	case of the novel	1.316	1_percent	black friday	1.246
0.1_percent	2020	spring festival	1.316	1_percent	covid bill	1.245
